network_id,network_name,station_number,station_name,lat,lon,epic_dist_km,fault_dist_km,pga_g,pgv_cms,pgd_cm,sa_0p3_g,sa_1p0_g,sa_3p0_g,struct_apk_g,label_damage_state
NP,CGS,13033,Alhambra Spain Heritage Site,15.88461,33.03088,38.4,,0.024,1.58,0.3,0.048,0.022,0.002,,None
CI,NSMP,13034,Hagia Sophia Turkey Heritage Site,21.89709,86.16434,51.5,,0.037,1.75,0.3,0.052,0.015,0.003,,None
NP,SCSN,13035,Pyramids of Giza Egypt Heritage Site,32.14149,-32.68189,21.1,,0.031,0.69,0.4,0.116,0.024,0.001,,None
CE,IGPP,13036,Stonehenge UK Heritage Site,20.60887,63.66252,17.5,,0.045,1.68,0.2,0.085,0.027,0.002,,None
CE,NSMP,13037,Mahabalipuram Shore Temple Heritage Site,36.51668,74.65629,9.9,,0.031,1.34,0.2,0.09,0.007,0.001,,None
CI,SCSN,13038,Hampi Virupaksha Temple Heritage Site,13.12167,27.74083,9.8,,0.023,0.53,0.1,0.094,0.011,0.004,,None
AZ,SCSN,13039,Konark Sun Temple Heritage Site,30.24689,-111.37049,14.7,,0.037,1.89,0.2,0.106,0.004,0.002,,None
NP,IGPP,13040,Teotihuacan Mexico Heritage Site,32.58449,-63.8654,29.5,,0.015,0.81,0.2,0.109,0.002,0.001,,None
NP,SCSN,13041,Acropolis Athens Heritage Site,29.85246,-92.80878,42.5,,0.046,1.45,0.1,0.098,0.023,0.003,,None
CE,CGS,13042,Teotihuacan Mexico Heritage Site,26.68958,13.2828,43.6,,0.032,0.77,0.4,0.035,0.002,0.002,,None
CI,CGS,13043,Pyramids of Giza Egypt Heritage Site,16.14427,-89.01284,47.4,,0.043,1.48,0.3,0.005,0.004,0.001,,None
NP,NSMP,13044,Canterbury Cathedral UK Heritage Site,34.31461,9.70712,45.3,,0.041,1.61,0.2,0.045,0.027,0.003,,None
AZ,IGPP,13045,Moai Statues Easter Island Heritage Site,28.76214,68.75897,55.2,,0.011,0.93,0.1,0.03,0.024,0.003,,None
NP,SCSN,13046,St. Basil's Cathedral Moscow Heritage Site,20.01348,-64.77641,47.2,,0.03,1.7,0.2,0.13,0.03,0.002,,None
NP,SCSN,13047,Colosseum Rome Heritage Site,18.253,-37.54698,44.7,,0.026,1.9,0.4,0.03,0.003,0.002,,None
CI,SCSN,13048,Konark Sun Temple Heritage Site,38.10652,-44.41898,40.8,,0.032,1.07,0.2,0.045,0.024,0.001,,None
AZ,NSMP,13049,Teotihuacan Mexico Heritage Site,23.9001,-17.10511,41.2,,0.039,0.56,0.3,0.141,0.018,0.001,,None
AZ,SCSN,13050,Luxor Temple Egypt Heritage Site,21.82806,45.27218,16.8,,0.045,1.41,0.1,0.107,0.028,0,,None
AZ,NSMP,13051,Angkor Wat Cambodia Heritage Site,24.35255,-85.05416,57.9,,0.096,3.58,0.3,0.214,0.031,0.004,,Slight
NP,CGS,13052,Red Fort Delhi Heritage Site,12.71379,-19.21826,43.3,,0.129,3.79,0.5,0.134,0.044,0.004,,Slight
CI,IGPP,13053,Chichen Itza Mexico Heritage Site,11.6857,-47.66726,59.8,,0.067,3.3,0.4,0.19,0.042,0.005,,Slight
CI,IGPP,13054,Sanchi Stupa Heritage Site,19.96041,14.91151,36.9,,0.143,3.33,0.4,0.214,0.041,0.006,,Slight
CE,CGS,13055,Tikal Guatemala Heritage Site,15.87001,-18.59785,41.3,,0.102,3.05,0.4,0.178,0.034,0.002,,Slight
NP,IGPP,13056,Jaisalmer Fort Heritage Site,34.04129,-30.91658,17.3,,0.113,4.71,0.3,0.194,0.034,0.002,,Slight
CE,SCSN,13057,Teotihuacan Mexico Heritage Site,17.77061,-34.99115,23.8,,0.105,2.4,0.4,0.091,0.042,0.002,,Slight
NP,SCSN,13058,Taj Mahal Heritage Site,13.99959,-99.53775,9.2,,0.139,4.33,0.5,0.205,0.03,0.003,,Slight
AZ,SCSN,13059,Petra Jordan Heritage Site,25.32119,-92.05507,5.7,,0.123,4,0.4,0.17,0.011,0.002,,Slight
CE,SCSN,13060,Somnath Temple Heritage Site,34.22923,-31.82426,51,,0.121,2.29,0.3,0.227,0.047,0.004,,Slight
NP,IGPP,13061,Jaisalmer Fort Heritage Site,20.35424,-68.16464,52.9,,0.084,2.25,0.2,0.114,0.029,0.003,,Slight
AZ,SCSN,13062,Tikal Guatemala Heritage Site,26.65141,77.96106,18.5,,0.062,3.88,0.5,0.102,0.022,0.003,,Slight
AZ,SCSN,13063,Ellora Kailasa Temple Heritage Site,32.34324,-1.12657,21.1,,0.08,4.15,0.6,0.245,0.03,0.005,,Slight
CI,SCSN,13064,Bagan Myanmar Heritage Site,16.36686,7.73684,58.1,,0.118,4.69,0.3,0.207,0.03,0.005,,Slight
AZ,CGS,13065,Versailles Palace France Heritage Site,38.53882,-96.56864,45.1,,0.101,3.09,0.4,0.15,0.044,0.005,,Slight
CE,SCSN,13066,Hagia Sophia Turkey Heritage Site,13.94495,-14.24973,59.4,,0.136,4.49,0.3,0.197,0.017,0.005,,Slight
CI,SCSN,13067,Konark Sun Temple Heritage Site,13.53403,-15.02357,14.4,,0.118,3.1,0.4,0.179,0.037,0.002,,Slight
CE,IGPP,13068,Taj Mahal Heritage Site,21.99369,-99.56356,24.1,,0.1,3.4,0.5,0.1,0.022,0.004,,Slight
CI,IGPP,13069,Brihadeeswarar Temple Heritage Site,11.40099,54.8447,28.3,,0.069,3.53,0.4,0.145,0.025,0.005,,Slight
CE,SCSN,13070,Qutub Minar Heritage Site,36.88999,-3.53019,17.7,,0.069,4.41,0.5,0.207,0.039,0.004,,Slight
CE,NSMP,13071,Brihadeeswarar Temple Heritage Site,16.29979,58.58417,24.3,,0.106,2.46,0.6,0.224,0.031,0.003,,Slight
CE,IGPP,13072,Nalanda University Heritage Site,36.87283,90.02438,36.4,,0.093,4.73,0.6,0.213,0.023,0.001,,Slight
NP,IGPP,13073,Jaisalmer Fort Heritage Site,17.16709,-9.02621,31.1,,0.107,3.92,0.5,0.163,0.031,0.001,,Slight
AZ,IGPP,13074,Ellora Kailasa Temple Heritage Site,30.97747,-58.54662,59.5,,0.135,3.87,0.2,0.248,0.021,0.005,,Slight
CE,CGS,13075,Angkor Wat Cambodia Heritage Site,23.85561,44.20405,9.6,,0.052,2.85,0.6,0.164,0.04,0.002,,Slight
AZ,NSMP,13076,Angkor Wat Cambodia Heritage Site,13.0665,57.049,9.4,,0.148,2.5,0.5,0.148,0.035,0.005,,Slight
NP,CGS,13077,Great Wall China Heritage Site,23.40316,-22.42064,29.9,,0.129,4.67,0.2,0.08,0.013,0.005,,Slight
NP,CGS,13078,Sigiriya Sri Lanka Heritage Site,16.75371,-41.50117,55.3,,0.098,4.88,0.3,0.165,0.043,0.003,,Slight
CI,NSMP,13079,Borobudur Indonesia Heritage Site,18.29632,-14.14209,36.7,,0.082,4.11,0.2,0.127,0.012,0.002,,Slight
CE,SCSN,13080,Angkor Wat Cambodia Heritage Site,20.11971,18.43015,17.7,,0.106,2.13,0.5,0.22,0.046,0.005,,Slight
CI,SCSN,13081,Angkor Wat Cambodia Heritage Site,34.85873,48.9124,56.6,,0.11,4.77,0.3,0.132,0.025,0.004,,Slight
AZ,IGPP,13082,Great Wall China Heritage Site,36.18106,-112.46335,16.5,,0.125,2.85,0.5,0.133,0.017,0.004,,Slight
AZ,SCSN,13083,Charminar Heritage Site,12.05941,59.05093,23.6,,0.056,4.89,0.2,0.207,0.046,0.002,,Slight
CI,CGS,13084,Prambanan Indonesia Heritage Site,10.38655,-110.98456,22.9,,0.087,4.62,0.3,0.12,0.033,0.003,,Slight
NP,SCSN,13085,Leaning Tower of Pisa Heritage Site,12.80715,-113.13939,56,,0.138,3.39,0.6,0.113,0.017,0.005,,Slight
AZ,CGS,13086,Sanchi Stupa Heritage Site,30.84687,24.46569,36.9,,0.077,3.49,0.4,0.205,0.042,0.005,,Slight
NP,SCSN,13087,Acropolis Athens Heritage Site,11.41255,52.65318,47,,0.148,4.99,0.3,0.081,0.029,0.005,,Slight
AZ,SCSN,13088,Ajanta Caves Heritage Site,27.98121,83.0978,47.5,,0.066,3.8,0.5,0.188,0.035,0.005,,Slight
AZ,SCSN,13089,Petra Jordan Heritage Site,33.11203,-26.26112,46.9,,0.066,3.02,0.3,0.184,0.035,0.005,,Slight
CI,SCSN,13090,Bagan Myanmar Heritage Site,38.36879,-89.5986,38.1,,0.079,4.8,0.5,0.249,0.014,0.003,,Slight
NP,IGPP,13091,Teotihuacan Mexico Heritage Site,17.9269,-60.01635,44.6,,0.118,2.33,0.6,0.103,0.014,0.004,,Slight
NP,SCSN,13092,Eiffel Tower Paris Heritage Site,32.0898,68.79411,19,,0.125,4.15,0.4,0.128,0.026,0.003,,Slight
NP,CGS,13093,Machu Picchu Peru Heritage Site,19.98097,-97.74671,30.1,,0.079,4.4,0.3,0.14,0.018,0.003,,Slight
CI,IGPP,13094,Golconda Fort Heritage Site,37.70095,69.65517,29.5,,0.135,4.85,0.4,0.201,0.045,0.004,,Slight
CE,CGS,13095,Chichen Itza Mexico Heritage Site,35.58753,-26.51482,6.5,,0.121,3.77,0.5,0.141,0.034,0.002,,Slight
CI,CGS,13096,Konark Sun Temple Heritage Site,38.98053,31.61583,22.9,,0.118,4.7,0.4,0.157,0.02,0.004,,Slight
NP,SCSN,13097,Jaisalmer Fort Heritage Site,22.67042,-43.26857,41.4,,0.115,4.99,0.3,0.103,0.025,0.003,,Slight
AZ,CGS,13098,Petra Jordan Heritage Site,33.53327,-85.47147,49.7,,0.071,4.09,0.4,0.15,0.021,0.006,,Slight
CI,CGS,13099,Nalanda University Heritage Site,28.49456,8.19945,54.5,,0.062,2.48,0.3,0.106,0.041,0.005,,Slight
NP,NSMP,13100,Prambanan Indonesia Heritage Site,13.09476,-3.7214,31.2,,0.082,4.63,0.5,0.159,0.038,0.005,,Slight
CE,IGPP,13101,Jaisalmer Fort Heritage Site,18.99952,-10.58963,17.3,,0.18,6.11,0.6,0.374,0.026,0.005,,Moderate
NP,NSMP,13102,Fatehpur Sikri Heritage Site,31.50305,-93.09646,57.5,,0.207,5.79,0.7,0.307,0.051,0.007,,Moderate
NP,NSMP,13103,Notre Dame Cathedral Paris Heritage Site,36.57639,-45.6747,39.9,,0.215,9.16,0.7,0.371,0.059,0.006,,Moderate
AZ,NSMP,13104,Brihadeeswarar Temple Heritage Site,26.86204,65.01582,42.2,,0.186,7.68,0.3,0.352,0.054,0.006,,Moderate
AZ,SCSN,13105,Angkor Wat Cambodia Heritage Site,27.71133,-36.16639,6.4,,0.203,9.14,0.5,0.394,0.037,0.004,,Moderate
CI,NSMP,13106,Luxor Temple Egypt Heritage Site,28.29788,2.87728,19.6,,0.183,7.18,0.4,0.357,0.065,0.007,,Moderate
AZ,SCSN,13107,Eiffel Tower Paris Heritage Site,34.25092,1.71049,24,,0.166,5.14,0.7,0.19,0.047,0.003,,Moderate
CE,SCSN,13108,Ellora Kailasa Temple Heritage Site,38.78939,-115.27235,52.5,,0.243,5.19,0.8,0.236,0.064,0.006,,Moderate
AZ,CGS,13109,Canterbury Cathedral UK Heritage Site,21.78858,-86.73913,17.3,,0.196,5.61,0.3,0.179,0.067,0.002,,Moderate
CI,NSMP,13110,Eiffel Tower Paris Heritage Site,10.13275,-38.16678,21.6,,0.241,6.7,0.8,0.238,0.042,0.006,,Moderate
CE,IGPP,13111,Mount Fuji Japan Heritage Site,36.38905,70.79206,24.1,,0.23,9.73,0.8,0.344,0.046,0.003,,Moderate
CI,CGS,13112,Bagan Myanmar Heritage Site,31.57969,-13.27641,30.1,,0.18,7.71,0.7,0.335,0.065,0.004,,Moderate
NP,CGS,13113,Mount Kailash Heritage Site,20.65644,59.8407,11.7,,0.247,5.94,0.7,0.222,0.031,0.005,,Moderate
CI,IGPP,13114,Qutub Minar Heritage Site,38.33276,-97.99107,19.3,,0.224,6.52,0.4,0.181,0.026,0.003,,Moderate
CE,NSMP,13115,Charminar Heritage Site,16.35404,96.63398,9.4,,0.226,9.9,0.7,0.38,0.031,0.005,,Moderate
CI,IGPP,13116,Hagia Sophia Turkey Heritage Site,14.28008,-21.94894,45,,0.239,9.83,0.8,0.203,0.046,0.002,,Moderate
CE,SCSN,13117,Jaisalmer Fort Heritage Site,12.56166,-55.38179,45.2,,0.173,9.34,0.4,0.189,0.061,0.003,,Moderate
NP,SCSN,13118,Great Zimbabwe Ruins Heritage Site,10.40805,-55.11749,56.3,,0.161,6.13,0.6,0.152,0.034,0.007,,Moderate
NP,IGPP,13119,Hagia Sophia Turkey Heritage Site,19.27018,40.61399,17.3,,0.206,8.19,0.5,0.232,0.027,0.005,,Moderate
CE,SCSN,13120,Pyramids of Giza Egypt Heritage Site,15.70073,-34.50456,10.8,,0.192,9.06,0.8,0.158,0.047,0.003,,Moderate
AZ,IGPP,13121,Charminar Heritage Site,11.52961,80.95962,47,,0.2,5.82,0.6,0.161,0.024,0.004,,Moderate
CI,NSMP,13122,Teotihuacan Mexico Heritage Site,14.53673,-12.16844,44.3,,0.165,5.18,0.6,0.365,0.042,0.004,,Moderate
AZ,CGS,13123,Golden Temple Amritsar Heritage Site,15.18772,-87.5055,59.3,,0.21,8.8,0.4,0.206,0.04,0.008,,Moderate
CI,NSMP,13124,Great Wall China Heritage Site,34.56703,71.76462,51.1,,0.25,6.26,0.8,0.235,0.056,0.003,,Moderate
CE,IGPP,13125,Meenakshi Temple Heritage Site,26.22309,18.29337,46.1,,0.232,9.81,0.5,0.152,0.042,0.007,,Moderate
NP,CGS,13126,Nalanda University Heritage Site,38.90345,13.65946,56,,0.156,8.91,0.7,0.152,0.034,0.005,,Moderate
CE,NSMP,13127,Luxor Temple Egypt Heritage Site,35.51993,51.37993,50,,0.215,7.95,0.7,0.284,0.025,0.008,,Moderate
CI,IGPP,13128,Golden Temple Amritsar Heritage Site,18.47394,-30.63229,23.5,,0.197,8.56,0.5,0.217,0.057,0.007,,Moderate
AZ,NSMP,13129,Alhambra Spain Heritage Site,21.08876,-79.21281,32.6,,0.229,8.2,0.4,0.346,0.046,0.006,,Moderate
CE,IGPP,13130,Acropolis Athens Heritage Site,37.48907,57.72755,5.4,,0.232,6.95,0.7,0.291,0.065,0.004,,Moderate
CE,CGS,13131,Pyramids of Giza Egypt Heritage Site,32.08073,12.84385,32.3,,0.238,5.09,0.4,0.365,0.025,0.006,,Moderate
AZ,SCSN,13132,Golconda Fort Heritage Site,22.90505,30.86651,55.1,,0.187,9.36,0.7,0.245,0.061,0.007,,Moderate
NP,SCSN,13133,Charminar Heritage Site,24.39119,-76.77005,45,,0.215,8.54,0.8,0.239,0.031,0.007,,Moderate
NP,IGPP,13134,Sun Temple Modhera Heritage Site,18.90517,87.85696,51.3,,0.238,7.5,0.8,0.339,0.029,0.006,,Moderate
CE,CGS,13135,Eiffel Tower Paris Heritage Site,19.91913,15.19569,40.7,,0.244,9.15,0.6,0.191,0.04,0.003,,Moderate
CI,CGS,13136,Canterbury Cathedral UK Heritage Site,21.58717,-32.79008,20.2,,0.247,8.51,0.8,0.298,0.056,0.006,,Moderate
CI,CGS,13137,Prambanan Indonesia Heritage Site,14.01903,64.12089,34.4,,0.187,9.82,0.3,0.245,0.028,0.004,,Moderate
NP,CGS,13138,Petra Jordan Heritage Site,39.49843,-0.76737,46.2,,0.154,6.82,0.3,0.167,0.028,0.005,,Moderate
CI,IGPP,13139,Konark Sun Temple Heritage Site,13.76679,68.27528,24.7,,0.241,5.88,0.5,0.168,0.051,0.003,,Moderate
CE,NSMP,13140,Ajanta Caves Heritage Site,35.9097,-99.23619,36.9,,0.248,7.9,0.3,0.358,0.063,0.005,,Moderate
AZ,CGS,13141,Tikal Guatemala Heritage Site,16.95009,66.77263,35.6,,0.167,6.97,0.5,0.233,0.025,0.006,,Moderate
NP,NSMP,13142,Sanchi Stupa Heritage Site,25.93059,79.48351,59.9,,0.242,6.76,0.4,0.351,0.026,0.006,,Moderate
CI,CGS,13143,Great Zimbabwe Ruins Heritage Site,32.62054,-41.64345,16.7,,0.242,5.88,0.7,0.277,0.064,0.004,,Moderate
CE,CGS,13144,Khajuraho Temples Heritage Site,35.53361,1.12513,14.9,,0.174,8.01,0.6,0.189,0.027,0.005,,Moderate
AZ,NSMP,13145,Teotihuacan Mexico Heritage Site,20.28287,2.28733,19.5,,0.162,6.98,0.8,0.284,0.021,0.006,,Moderate
AZ,SCSN,13146,Golden Temple Amritsar Heritage Site,31.10696,5.54953,22.1,,0.168,7.13,0.5,0.18,0.057,0.002,,Moderate
CE,NSMP,13147,Petra Jordan Heritage Site,27.80452,-106.09286,36.1,,0.184,9.66,0.8,0.316,0.058,0.006,,Moderate
NP,IGPP,13148,Acropolis Athens Heritage Site,12.69745,15.77509,19.9,,0.2,8.27,0.6,0.253,0.051,0.003,,Moderate
CI,CGS,13149,Borobudur Indonesia Heritage Site,27.37713,-115.44454,15.3,,0.239,6.75,0.7,0.365,0.022,0.006,,Moderate
CE,NSMP,13150,Brihadeeswarar Temple Heritage Site,22.32808,58.99526,9,,0.186,9.72,0.7,0.299,0.04,0.004,,Moderate
AZ,SCSN,13151,Luxor Temple Egypt Heritage Site,13.78257,32.97838,5.6,,0.252,11.11,1.1,0.336,0.045,0.007,,High
NP,IGPP,13152,Sigiriya Sri Lanka Heritage Site,32.21027,63.31914,7.4,,0.376,19.32,1.2,0.485,0.074,0.006,,High
AZ,CGS,13153,Taj Mahal Heritage Site,33.28673,45.29666,16.7,,0.341,16.75,1.2,0.281,0.058,0.005,,High
CI,SCSN,13154,Great Zimbabwe Ruins Heritage Site,30.74526,58.00892,49.7,,0.261,10.74,0.7,0.343,0.044,0.004,,High
AZ,CGS,13155,Alhambra Spain Heritage Site,34.81965,2.50293,33.6,,0.273,19.32,1.3,0.315,0.042,0.005,,High
CI,NSMP,13156,Ellora Kailasa Temple Heritage Site,19.83209,25.39362,44.2,,0.395,16.94,1.1,0.397,0.041,0.007,,High
NP,CGS,13157,Leaning Tower of Pisa Heritage Site,19.4771,-104.65144,9.9,,0.272,14.81,0.6,0.327,0.066,0.009,,High
CE,IGPP,13158,Angkor Wat Cambodia Heritage Site,37.71041,-59.36819,20.1,,0.377,13.89,0.9,0.439,0.041,0.008,,High
AZ,SCSN,13159,Alhambra Spain Heritage Site,18.52641,-76.19629,17.3,,0.26,18.24,0.8,0.56,0.056,0.01,,High
CE,NSMP,13160,Somnath Temple Heritage Site,24.85995,76.29439,49.2,,0.355,16.34,1.2,0.367,0.059,0.009,,High
CE,NSMP,13161,Sanchi Stupa Heritage Site,11.04517,26.19519,51.7,,0.417,16.46,0.6,0.327,0.041,0.006,,High
NP,CGS,13162,Mount Kailash Heritage Site,38.3016,-91.62032,47.9,,0.29,12.22,1.1,0.418,0.074,0.007,,High
AZ,IGPP,13163,Konark Sun Temple Heritage Site,16.93175,44.07063,45.2,,0.26,16.38,0.6,0.386,0.049,0.007,,High
CE,IGPP,13164,Mount Fuji Japan Heritage Site,38.44122,80.73346,13.7,,0.258,13.7,1.3,0.385,0.072,0.005,,High
AZ,SCSN,13165,Leaning Tower of Pisa Heritage Site,25.61946,43.02096,31.1,,0.267,19.81,1.2,0.387,0.04,0.006,,High
NP,CGS,13166,Hagia Sophia Turkey Heritage Site,25.74323,2.42336,24.8,,0.315,19.04,1.3,0.38,0.04,0.006,,High
NP,CGS,13167,Canterbury Cathedral UK Heritage Site,34.57832,4.28711,46.7,,0.326,12.57,0.7,0.501,0.058,0.004,,High
CE,IGPP,13168,Alhambra Spain Heritage Site,16.07785,-62.28189,59.6,,0.364,12.25,0.9,0.485,0.043,0.006,,High
CE,CGS,13169,Charminar Heritage Site,10.31904,-115.90917,21.3,,0.28,16.55,0.6,0.395,0.045,0.007,,High
CE,NSMP,13170,Moai Statues Easter Island Heritage Site,34.5645,-104.01784,50,,0.258,17.18,0.7,0.265,0.058,0.005,,High
NP,CGS,13171,Petra Jordan Heritage Site,29.41164,22.27075,24.9,,0.444,15.53,0.9,0.28,0.053,0.009,,High
CI,NSMP,13172,Red Fort Delhi Heritage Site,36.20741,-61.67645,57.5,,0.303,19.57,1,0.341,0.056,0.007,,High
CI,NSMP,13173,Angkor Wat Cambodia Heritage Site,36.90866,64.11354,44.4,,0.273,18.72,1.3,0.368,0.074,0.005,,High
CE,CGS,13174,Great Zimbabwe Ruins Heritage Site,21.03352,-56.38928,50.2,,0.396,18.51,0.7,0.454,0.043,0.008,,High
NP,IGPP,13175,Acropolis Athens Heritage Site,11.14536,47.35708,20.1,,0.265,19.21,0.6,0.303,0.055,0.005,,High
CE,SCSN,13176,Great Wall China Heritage Site,36.6076,43.79506,19.6,,0.415,16.96,0.7,0.279,0.049,0.007,,High
AZ,CGS,13177,Somnath Temple Heritage Site,38.71222,4.36691,45.3,,0.356,18.11,1,0.351,0.076,0.01,,High
CI,IGPP,13178,Charminar Heritage Site,24.83444,-99.68532,6.6,,0.357,13.29,1.3,0.373,0.048,0.009,,High
CE,NSMP,13179,Chichen Itza Mexico Heritage Site,10.52718,23.12327,10.2,,0.304,13.58,0.5,0.386,0.074,0.004,,High
NP,IGPP,13180,Meenakshi Temple Heritage Site,38.18035,-32.66655,17.3,,0.415,10.28,0.9,0.445,0.052,0.007,,High
NP,CGS,13181,Teotihuacan Mexico Heritage Site,10.4791,-86.12771,12.5,,0.394,11.36,1.3,0.481,0.046,0.006,,High
CI,SCSN,13182,Fatehpur Sikri Heritage Site,22.55722,29.50929,21.1,,0.397,14.67,0.8,0.526,0.07,0.006,,High
CI,CGS,13183,Khajuraho Temples Heritage Site,16.13671,57.22003,52,,0.303,19.14,0.9,0.435,0.07,0.009,,High
CE,CGS,13184,St. Basil's Cathedral Moscow Heritage Site,37.59869,-96.63661,5.5,,0.251,13.15,1,0.326,0.064,0.007,,High
CE,IGPP,13185,Ellora Kailasa Temple Heritage Site,22.16463,19.3005,47,,0.371,14.95,0.6,0.373,0.066,0.009,,High
NP,NSMP,13186,Sun Temple Modhera Heritage Site,22.90038,-72.87774,31.4,,0.353,11.32,1.2,0.319,0.07,0.004,,High
CE,SCSN,13187,Taj Mahal Heritage Site,31.43279,8.7632,22.5,,0.447,12.49,1,0.51,0.05,0.004,,High
AZ,CGS,13188,Qutub Minar Heritage Site,23.14967,43.04829,16.5,,0.251,18.99,1.2,0.508,0.065,0.006,,High
NP,IGPP,13189,Notre Dame Cathedral Paris Heritage Site,36.81422,-37.96768,14.6,,0.431,11.56,1,0.548,0.063,0.004,,High
CE,SCSN,13190,Machu Picchu Peru Heritage Site,31.34188,-94.03969,9.6,,0.356,13.67,1.4,0.418,0.056,0.009,,High
CI,CGS,13191,Moai Statues Easter Island Heritage Site,29.08323,-6.47088,49.5,,0.255,13.18,0.8,0.333,0.052,0.004,,High
AZ,CGS,13192,Ajanta Caves Heritage Site,12.03138,-62.22755,28.6,,0.34,16.83,1.2,0.452,0.048,0.004,,High
CE,NSMP,13193,Ajanta Caves Heritage Site,36.81677,71.96374,44.6,,0.275,12.97,0.8,0.386,0.067,0.008,,High
NP,NSMP,13194,Mahabalipuram Shore Temple Heritage Site,15.9759,11.24706,17.2,,0.296,16.28,1,0.454,0.059,0.008,,High
NP,CGS,13195,Ellora Kailasa Temple Heritage Site,38.945,15.67045,5.9,,0.392,12.1,0.9,0.32,0.052,0.005,,High
AZ,CGS,13196,Colosseum Rome Heritage Site,17.65306,-14.90644,18.2,,0.302,19.7,1.1,0.492,0.063,0.004,,High
AZ,NSMP,13197,Golconda Fort Heritage Site,24.02986,-68.44347,56.3,,0.406,10.1,0.6,0.589,0.065,0.004,,High
CI,IGPP,13198,Canterbury Cathedral UK Heritage Site,16.29509,36.40917,8.4,,0.326,14.29,0.9,0.453,0.059,0.009,,High
CI,NSMP,13199,Sigiriya Sri Lanka Heritage Site,18.82548,16.10579,55.4,,0.349,12.62,0.7,0.552,0.076,0.007,,High
NP,NSMP,13200,Charminar Heritage Site,25.15515,49.33941,19.9,,0.324,14.86,1.3,0.491,0.059,0.004,,High
NP,IGPP,15001,Qutub Minar Heritage Site,38.52541,-67.73684,38.6,,0.029,1.06,0.3,0.121,0.017,0.003,,None
NP,IGPP,15002,Notre Dame Cathedral Paris Heritage Site,39.58159,-14.71199,34.6,,0.034,1.91,0.3,0.064,0.024,0.002,,None
CE,CGS,15003,Khajuraho Temples Heritage Site,13.07961,-75.38829,32.9,,0.028,1.86,0.2,0.113,0.022,0.001,,None
CI,IGPP,15004,Tower of London UK Heritage Site,35.34928,-4.36107,15.2,,0.014,1.05,0.3,0.145,0.006,0.001,,None
CI,SCSN,15005,Mahabalipuram Shore Temple Heritage Site,14.88336,-35.27472,59.7,,0.037,1.42,0.2,0.049,0,0.002,,None
NP,IGPP,15006,Moai Statues Easter Island Heritage Site,25.21133,-73.33428,43.6,,0.02,0.67,0.4,0.071,0.028,0.004,,None
CI,NSMP,15007,Moai Statues Easter Island Heritage Site,30.76743,21.46115,40.2,,0.015,1.37,0.4,0.047,0.007,0.001,,None
NP,SCSN,15008,Acropolis Athens Heritage Site,23.67424,60.14153,50,,0.033,0.6,0.4,0.048,0.026,0.001,,None
CI,CGS,15009,Mount Fuji Japan Heritage Site,22.54318,-16.4813,28.9,,0.034,1.38,0.3,0.013,0.026,0.001,,None
CE,SCSN,15010,Notre Dame Cathedral Paris Heritage Site,28.21838,34.27527,24.1,,0.037,0.91,0.2,0.005,0.022,0.002,,None
CI,IGPP,15011,Hagia Sophia Turkey Heritage Site,32.87381,68.7061,40.4,,0.033,0.63,0.1,0.024,0.005,0.003,,None
CI,CGS,15012,Mont Saint-Michel France Heritage Site,34.56487,-111.3793,42.7,,0.016,1.02,0.3,0.053,0.016,0.004,,None
NP,NSMP,15013,Neuschwanstein Castle Germany Heritage Site,29.08415,-9.97702,5.9,,0.043,1.9,0.2,0.15,0.006,0.003,,None
CE,IGPP,15014,Machu Picchu Peru Heritage Site,10.22636,92.21211,59.5,,0.028,1.48,0.4,0.089,0.013,0,,None
NP,NSMP,15015,Jaisalmer Fort Heritage Site,23.25649,-54.78045,15.5,,0.048,1.27,0.3,0.002,0.007,0.001,,None
CI,NSMP,15016,Meenakshi Temple Heritage Site,18.89022,-53.72919,22.1,,0.017,1.72,0.3,0.053,0.002,0.003,,None
CE,NSMP,15017,Meenakshi Temple Heritage Site,31.37575,6.32057,16.7,,0.046,0.73,0.1,0.13,0.02,0.002,,None
CE,SCSN,15018,Angkor Wat Cambodia Heritage Site,28.01268,-66.20969,7.6,,0.033,0.63,0.2,0.128,0.025,0.002,,None
AZ,IGPP,15019,Bagan Myanmar Heritage Site,24.1467,11.06674,43,,0.049,1.13,0.3,0.025,0.02,0,,None
CI,NSMP,15020,Bagan Myanmar Heritage Site,15.16482,-108.77509,58.9,,0.011,1.39,0.3,0.113,0.029,0.002,,None
NP,SCSN,15021,Ellora Kailasa Temple Heritage Site,26.89689,88.01271,54.9,,0.016,0.52,0.1,0.136,0.018,0.003,,None
AZ,IGPP,15022,Meenakshi Temple Heritage Site,29.91263,27.81006,28.5,,0.03,0.88,0.1,0.096,0.004,0.001,,None
CI,NSMP,15023,Alhambra Spain Heritage Site,12.1816,40.13672,48.6,,0.011,0.98,0.2,0.133,0.008,0.003,,None
AZ,NSMP,15024,Pyramids of Giza Egypt Heritage Site,29.53311,-67.95234,8.8,,0.044,1.32,0.4,0.055,0.007,0.001,,None
CI,CGS,15025,Pyramids of Giza Egypt Heritage Site,18.9342,-35.87297,35.6,,0.025,1.87,0.4,0.012,0.01,0.002,,None
CI,NSMP,15026,Hagia Sophia Turkey Heritage Site,23.17101,-19.1977,43,,0.048,0.88,0.2,0.033,0.013,0.003,,None
